T_UPDATE,CALLSIGN,OPERATOR,TYPE_OF_TRANSPONDER,T0,ICAO_ACTYPE,ADEP,DEST,TAS,RFL
26-8-2019 13:20:09,TRA6738,TRA,L,26-8-2019 09:16:01,B738,LGKL,EHAM,397,360.0
26-8-2019 10:05:07,GGAED,,S,26-8-2019 09:16:25,,,,0,
26-8-2019 11:05:09,CLX53J,CLX,L,26-8-2019 09:16:47,B748,EHAM,ELLX,421,210.0
26-8-2019 13:35:06,KLM20M,KLM,L,26-8-2019 09:17:01,B739,ESSA,EHAM,449,260.0
26-8-2019 12:50:08,WZZ8KA,WZZ,L,26-8-2019 09:17:01,A321,EYKA,EHEH,397,360.0
26-8-2019 11:05:09,PHXYZ,,S,26-8-2019 09:17:54,DR40,EHMZ,EHRD,105,0.0
26-8-2019 13:35:07,RYR2FV,RYR,S,26-8-2019 09:18:01,B738,EGSS,EDLW,406,310.0
26-8-2019 11:50:08,PHOTK,,S,26-8-2019 09:18:02,C172,EHBK,EHBK,100,0.0
26-8-2019 10:05:07,DIBON,,S,26-8-2019 09:18:39,,,,0,
26-8-2019 13:35:07,KLM1602,KLM,L,26-8-2019 09:19:01,B738,LIRF,EHAM,454,220.0
26-8-2019 13:35:06,VLG8378,VLG,S,26-8-2019 09:20:01,A320,LEST,EHAM,452,360.0
26-8-2019 13:35:05,KLM51K,KLM,L,26-8-2019 09:20:01,B738,EHAM,LFMT,452,350.0
26-8-2019 13:50:08,KLM15E,KLM,L,26-8-2019 09:20:01,B737,EHAM,EKCH,458,390.0
26-8-2019 14:05:08,EWG9XG,EWG,E,26-8-2019 09:20:01,A319,EDDL,EGCC,447,360.0
26-8-2019 13:20:07,KLM41H,KLM,L,26-8-2019 09:20:01,E75L,EHAM,ENAL,419,350.0
26-8-2019 13:35:08,KLM71R,KLM,L,26-8-2019 09:20:01,E75L,EHAM,ENVA,419,350.0
26-8-2019 13:35:07,KLM43A,KLM,L,26-8-2019 09:20:01,E190,EHAM,ENTO,451,370.0
27-8-2019 01:05:11,HNL24A,HNL,E,26-8-2019 09:20:01,A139,EHPK,EHKD,140,30.0
26-8-2019 13:35:07,KLM63F,KLM,H,26-8-2019 09:20:01,E190,EHAM,EPKK,452,390.0
26-8-2019 13:35:07,EZY29LQ,EZY,L,26-8-2019 09:21:00,A320,EGKK,EHAM,460,230.0
26-8-2019 13:50:07,BAW438,BAW,S,26-8-2019 09:22:00,A320,EGLL,EHAM,460,230.0
26-8-2019 13:50:07,9NANE,,S,26-8-2019 09:22:53,DH8D,BIKF,EHRD,310,250.0
26-8-2019 15:05:09,KLM1712,KLM,L,26-8-2019 09:23:00,E190,LPPR,EHAM,457,400.0
26-8-2019 14:05:07,KLM78T,KLM,L,26-8-2019 09:24:00,E190,LIPE,EHAM,451,380.0
26-8-2019 13:20:08,KLM862,KLM,L,26-8-2019 09:24:16,B77W,RJAA,EHAM,497,220.0
26-8-2019 13:35:06,KLM57N,KLM,L,26-8-2019 09:25:00,B738,EHAM,LIRF,458,390.0
26-8-2019 13:20:08,KLM75V,KLM,H,26-8-2019 09:25:00,E190,EHAM,LEBB,452,390.0
26-8-2019 13:35:07,TRA1W,TRA,L,26-8-2019 09:25:00,B738,EHAM,GCLP,447,360.0
26-8-2019 13:35:07,KLM871,KLM,L,26-8-2019 09:25:00,B789,EHAM,VIDP,504,330.0
26-8-2019 13:50:08,KLM877,KLM,L,26-8-2019 09:25:00,B77W,EHAM,VABB,504,310.0
26-8-2019 13:35:06,KLM1307,KLM,L,26-8-2019 09:25:00,B738,EHAM,LFBO,452,350.0
26-8-2019 13:50:08,KLM1977,KLM,L,26-8-2019 09:25:00,B738,EHAM,LHBP,461,370.0
26-8-2019 14:20:06,TRA47R,TRA,L,26-8-2019 09:25:00,B738,EHAM,GCTS,447,360.0
26-8-2019 13:50:07,TRA5518,TRA,L,26-8-2019 09:28:01,B738,LCPH,EHAM,450,360.0
26-8-2019 13:50:09,DLH6LL,DLH,H,26-8-2019 09:28:01,A319,EDDM,EHAM,446,340.0
26-8-2019 13:20:09,WZZ856,WZZ,L,26-8-2019 09:29:01,A321,LOWW,EHEH,399,360.0
26-8-2019 13:35:06,KLM868,KLM,L,26-8-2019 09:29:29,B772,RJBB,EHAM,493,220.0
26-8-2019 13:20:09,DELMA,,S,26-8-2019 09:29:45,P28A,EHTX,EDWE,120,0.0
26-8-2019 13:50:08,KLM93N,KLM,L,26-8-2019 09:30:01,E190,EHAM,EPWA,450,390.0
26-8-2019 16:50:08,GRZLY01,,S,26-8-2019 09:30:01,H47,EHLE,EHGR,120,0.0
26-8-2019 14:05:07,KLM70F,KLM,L,26-8-2019 09:30:01,B738,EHAM,LFMN,461,370.0
26-8-2019 14:05:07,HNL63C,HNL,E,26-8-2019 09:30:01,A139,ZZZZ,EHKD,140,30.0
26-8-2019 13:50:07,KLM95R,KLM,L,26-8-2019 09:30:01,B789,EHAM,KJFK,486,360.0
26-8-2019 13:50:08,TRA427Q,TRA,L,26-8-2019 09:30:01,B738,EHAM,LIRP,448,370.0
26-8-2019 13:35:08,KLM685,KLM,L,26-8-2019 09:30:01,B744,EHAM,MMMX,502,320.0
26-8-2019 13:50:08,KLM18C,KLM,L,26-8-2019 09:30:01,B738,LEMD,EHAM,448,340.0
26-8-2019 15:20:06,OYPHK,,S,26-8-2019 09:30:01,P28A,EHMZ,EBCI,114,15.0
26-8-2019 13:50:08,KLM1267,KLM,L,26-8-2019 09:30:01,B738,EHAM,LFML,455,350.0
26-8-2019 13:20:09,PHPNG,,S,26-8-2019 09:30:01,PC12,EHBD,LSZL,256,230.0
26-8-2019 13:50:08,KLM19J,KLM,L,26-8-2019 09:30:01,B738,EHAM,ENGM,461,370.0
26-8-2019 13:35:06,AFR46ZR,AFR,H,26-8-2019 09:30:01,A318,EHAM,LFPG,364,210.0
26-8-2019 13:50:09,KLM427,KLM,L,26-8-2019 09:30:01,B772,EHAM,OMDB,501,310.0
26-8-2019 12:35:07,AXG2629,AXG,S,26-8-2019 09:30:50,C750,LRIA,EHRD,507,430.0
26-8-2019 13:50:08,KLM22Q,KLM,L,26-8-2019 09:31:01,E75L,EDDS,EHAM,370,240.0
26-8-2019 14:05:09,RYR5892,RYR,S,26-8-2019 09:32:00,B738,EPKK,EHEH,384,280.0
26-8-2019 13:35:07,KLM58U,KLM,L,26-8-2019 09:33:00,B737,LDSP,EHAM,437,300.0
26-8-2019 13:20:09,TRA61J,TRA,L,26-8-2019 09:34:00,B738,LGAV,EHEH,456,360.0
26-8-2019 09:50:07,AXGXXXX,,S,26-8-2019 09:34:21,C750,LRIA,EHRD,507,430.0
26-8-2019 13:20:08,ICE579,ICE,L,26-8-2019 09:34:38,B752,EDDL,BIKF,454,380.0
26-8-2019 13:35:08,KKK5MA,KKK,S,26-8-2019 09:35:00,A321,EHAM,LTFM,455,330.0
26-8-2019 13:35:08,QTR8201,QTR,S,26-8-2019 09:35:00,B77L,OTHH,EHAM,412,180.0
26-8-2019 14:05:07,BAW940,BAW,S,26-8-2019 09:36:00,A320,EGLL,EDDL,438,330.0
26-8-2019 13:05:09,TRA106,TRA,L,26-8-2019 09:38:00,B737,BIAR,EHRD,439,410.0
26-8-2019 13:50:08,KLM744,KLM,L,26-8-2019 09:38:35,B77W,SPJC,EHAM,485,290.0
26-8-2019 13:50:07,KLM1459,KLM,H,26-8-2019 09:40:01,E190,EHAM,LFRS,422,310.0
26-8-2019 13:50:07,DAL257,DAL,L,26-8-2019 09:40:01,B763,EHAM,KBOS,455,340.0
26-8-2019 13:50:09,KLM1019,KLM,L,26-8-2019 09:40:01,B737,EHAM,EGLL,405,240.0
26-8-2019 14:05:07,KLM861,KLM,L,26-8-2019 09:40:01,B77W,EHAM,RJAA,507,290.0
26-8-2019 14:20:06,KLM1115,KLM,L,26-8-2019 09:40:01,B739,EHAM,ESSA,461,370.0
26-8-2019 13:35:08,KLM31N,KLM,H,26-8-2019 09:40:01,E190,EHAM,LFBD,439,350.0
26-8-2019 13:50:07,BAW2761,BAW,S,26-8-2019 09:40:01,A319,EHAM,EGKK,429,240.0
26-8-2019 14:05:06,THY8RF,THY,H,26-8-2019 09:40:01,A332,EHAM,LTFM,459,410.0
26-8-2019 14:20:07,N41518,,E,26-8-2019 09:41:00,PA46,EKAH,EHRD,193,190.0
26-8-2019 14:05:09,KLM98Q,KLM,L,26-8-2019 09:41:01,B738,EFHK,EHAM,448,380.0
26-8-2019 13:50:08,BEL2838,BEL,H,26-8-2019 09:41:01,A319,ULLI,EBBR,449,330.0
26-8-2019 21:05:08,WILDCAT,,S,26-8-2019 09:42:09,ZZZZ,ZZZZ,ZZZZ,100,0.0
26-8-2019 10:50:07,VJT503,VJT,L,26-8-2019 09:42:11,CL60,EHEH,LIEO,448,390.0
26-8-2019 14:05:09,KLM1768,KLM,L,26-8-2019 09:43:01,E75L,EDDF,EHAM,368,240.0
26-8-2019 12:50:07,HHE67B,HHE,S,26-8-2019 09:43:48,EC55,ZZZZ,EHKD,145,10.0
26-8-2019 11:50:06,PHMDF,,S,26-8-2019 09:43:50,C172,EHTE,EDWJ,100,0.0
26-8-2019 14:35:06,FJRHL,,S,26-8-2019 09:44:07,ULAC,LFQO,EHTX,86,0.0
26-8-2019 13:50:09,SAS89H,SAS,H,26-8-2019 09:44:21,CRJ9,EBBR,EKCH,455,350.0
26-8-2019 10:20:06,PHLAW,,S,26-8-2019 09:44:28,,,,0,
26-8-2019 12:05:07,EWG7AN,EWG,S,26-8-2019 09:44:51,,,,0,
26-8-2019 20:35:07,HNL33A,HNL,E,26-8-2019 09:45:01,EC75,EHBL,EHKD,140,30.0
26-8-2019 14:20:06,KLM867,KLM,L,26-8-2019 09:45:01,B772,EHAM,RJBB,500,310.0
26-8-2019 14:05:08,EZY96VC,EZY,L,26-8-2019 09:45:01,A319,EHAM,EGSS,378,240.0
26-8-2019 13:50:08,KLM1947,KLM,L,26-8-2019 09:45:01,B737,EHAM,LDSP,448,410.0
26-8-2019 14:20:06,KLM69B,KLM,L,26-8-2019 09:45:01,E75L,EDDL,EHAM,334,180.0
26-8-2019 14:20:06,CAI394,CAI,L,26-8-2019 09:46:00,B738,LTFE,EHAM,455,380.0
26-8-2019 13:50:09,KLM898,KLM,L,26-8-2019 09:46:02,B789,ZBAA,EHAM,501,260.0
26-8-2019 14:05:08,FOO6824,FOO,S,26-8-2019 09:47:00,A321,LOWW,EHAM,448,240.0
26-8-2019 13:50:07,TRA89F,TRA,L,26-8-2019 09:47:00,B738,LGSR,EHAM,454,380.0
26-8-2019 13:50:08,CAO1025,CAO,L,26-8-2019 09:47:00,B77L,ZSPD,EHAM,509,260.0
26-8-2019 14:05:07,KLM1334,KLM,H,26-8-2019 09:47:00,E190,EKYT,EHAM,448,240.0
26-8-2019 13:35:08,TRA5368,TRA,L,26-8-2019 09:47:00,B738,LGIR,EHRD,453,360.0
26-8-2019 11:50:08,ANVIL01,,S,26-8-2019 09:47:15,F16,EHVK,XTMD,525,180.0
26-8-2019 14:50:06,POLLY01,,S,26-8-2019 09:47:34,F16,EHLW,XHDX,527,12.0
26-8-2019 13:05:09,ANVIL01,,S,26-8-2019 09:47:54,F16,XTMD,EHVK,525,180.0
26-8-2019 13:50:09,NJE421B,NJE,L,26-8-2019 09:48:00,C68A,LEMH,EHAM,450,320.0
26-8-2019 14:05:08,KLM1670,KLM,L,26-8-2019 09:49:00,B738,LEBL,EHAM,447,340.0
26-8-2019 14:05:09,KLM62A,KLM,H,26-8-2019 09:49:00,E190,EDDM,EHAM,429,340.0
26-8-2019 13:35:08,DAL145,DAL,L,26-8-2019 09:49:50,B763,EHAM,KSEA,467,300.0
26-8-2019 14:35:08,TFL215,TFL,S,26-8-2019 09:50:00,A320,EHAM,LGKF,450,370.0
26-8-2019 14:05:08,UAL969,UAL,L,26-8-2019 09:50:00,B789,EHAM,KSFO,496,340.0
26-8-2019 14:35:07,DLH4A,DLH,H,26-8-2019 09:50:00,A20N,EHAM,EDDF,429,230.0
26-8-2019 10:35:08,PHCYP,,S,26-8-2019 09:51:00,PC12,EPGD,EHRD,261,300.0
27-8-2019 01:05:12,KKK7SN,KKK,S,26-8-2019 09:53:01,A321,EGSS,LTFM,423,350.0
26-8-2019 14:20:07,KLM16P,KLM,L,26-8-2019 09:54:01,B738,LFPG,EHAM,414,240.0
26-8-2019 14:05:07,KLM1298,KLM,H,26-8-2019 09:54:01,E190,LFBD,EHAM,422,340.0
26-8-2019 14:35:07,KLM902,KLM,L,26-8-2019 09:54:01,B737,UUEE,EHAM,446,380.0
26-8-2019 13:35:07,NASTY01,,S,26-8-2019 09:55:01,F16,EHLW,XTMC,517,60.0
26-8-2019 14:05:07,BAW435,BAW,L,26-8-2019 09:55:01,A319,EHAM,EGLL,373,240.0
26-8-2019 14:20:06,TRA841U,TRA,L,26-8-2019 09:55:01,B737,EHRD,LGKO,439,390.0
26-8-2019 13:35:07,VIPER01,,S,26-8-2019 09:55:01,F16,XTMC,EHLW,517,60.0
26-8-2019 14:05:07,KLM1808,KLM,L,26-8-2019 09:55:01,E75L,EDDC,EHAM,414,380.0
26-8-2019 14:20:07,SWR729,SWR,L,26-8-2019 09:55:01,A320,EHAM,LSZH,466,330.0
26-8-2019 14:05:09,KLM90Z,KLM,L,26-8-2019 09:55:01,B738,LPPT,EHAM,454,340.0
26-8-2019 14:05:08,KLM97S,KLM,H,26-8-2019 09:55:01,E190,EHAM,LIRQ,451,390.0
26-8-2019 14:05:08,SAS54P,SAS,L,26-8-2019 09:55:01,A319,EHAM,EKCH,440,370.0
26-8-2019 14:20:06,DAL411,DAL,L,26-8-2019 09:55:01,B763,EHAM,KMCO,466,320.0
26-8-2019 15:05:09,OHY852,OHY,L,26-8-2019 09:55:01,A21N,EHAM,LTAI,449,370.0
26-8-2019 14:35:06,RYR19EX,RYR,S,26-8-2019 09:56:01,B738,EIDW,EDDK,426,230.0
26-8-2019 14:20:07,KLM74Y,KLM,L,26-8-2019 09:57:00,E75L,ESMX,EHAM,388,300.0
26-8-2019 14:20:08,KLM1426,KLM,H,26-8-2019 09:58:00,E190,EGBB,EHAM,460,230.0
26-8-2019 14:05:08,KQA116,KQA,L,26-8-2019 09:58:09,B788,HKJK,EHAM,486,380.0
26-8-2019 14:05:08,KLM30Q,KLM,L,26-8-2019 09:59:00,E75L,ESGG,EHAM,435,260.0
26-8-2019 14:05:07,PHSVU,,S,26-8-2019 09:59:01,DR40,EHRD,EHTE,105,0.0
26-8-2019 13:35:07,SLAMR01,,S,26-8-2019 10:00:00,F16,EHVL,EHLW,486,220.0
26-8-2019 14:35:06,HNL25C,HNL,E,26-8-2019 10:00:00,A139,EHKD,EHGO,140,20.0
26-8-2019 16:50:08,KING01,,S,26-8-2019 10:00:00,F16,EHLW,XTMA,528,0.0
26-8-2019 13:20:08,GBAJA,,S,26-8-2019 10:00:00,C177,EHAL,EHRD,130,0.0
26-8-2019 15:50:06,PHRBC,,S,26-8-2019 10:00:00,EC20,EHMZ,ZZZZ,105,0.0
26-8-2019 15:50:08,MAC122,MAC,L,26-8-2019 10:00:00,A320,EHAM,GMMW,455,350.0
26-8-2019 15:50:06,BEAST01,,S,26-8-2019 10:00:00,F16,XTMA,EHLW,528,0.0
27-8-2019 01:20:06,HNL11A,HNL,E,26-8-2019 10:00:00,A139,ZZZZ,EHKD,140,30.0
26-8-2019 14:05:06,KLM53M,KLM,H,26-8-2019 10:00:00,E190,EHAM,LSGG,428,330.0
26-8-2019 14:20:06,PHNSC,,S,26-8-2019 10:00:02,P28A,EHRD,EHMZ,100,0.0
26-8-2019 14:05:08,KLM54J,KLM,H,26-8-2019 10:01:01,E190,LSGG,EHAM,450,400.0
26-8-2019 14:05:07,KLM32Z,KLM,H,26-8-2019 10:02:01,E190,LFLL,EHAM,407,300.0
26-8-2019 14:20:07,KLM1272,KLM,L,26-8-2019 10:02:01,E75L,EPWR,EHAM,432,360.0
26-8-2019 11:20:07,DIBON,,S,26-8-2019 10:02:46,C340,EHSE,LFGA,177,90.0
26-8-2019 14:20:07,BEE3LP,BEE,H,26-8-2019 10:03:01,DH8D,EGLC,EHAM,315,190.0
26-8-2019 14:35:06,KLM60R,KLM,H,26-8-2019 10:04:01,E190,EGPH,EHAM,460,390.0
27-8-2019 01:20:06,RYR8XK,RYR,S,26-8-2019 10:04:01,B738,EKAH,EGSS,370,340.0
26-8-2019 10:20:07,VJT534,VJT,L,26-8-2019 10:04:46,CL60,EHAM,LFTH,441,350.0
26-8-2019 11:20:06,EUW9310,EUW,S,26-8-2019 10:04:56,E35L,EGLF,EDLP,436,370.0
26-8-2019 14:05:09,CND111,CND,L,26-8-2019 10:05:01,B738,EHAM,LGMT,449,370.0
26-8-2019 14:20:06,EJU38UJ,EJU,L,26-8-2019 10:05:01,A320,EHAM,EGKK,384,240.0
27-8-2019 02:20:06,RCH311,RCH,L,26-8-2019 10:05:01,C17,ETAD,KDOV,445,300.0
26-8-2019 14:20:06,WZZ9NM,WZZ,L,26-8-2019 10:05:01,A320,EHEH,LYBE,448,370.0
26-8-2019 14:05:08,KLM25F,KLM,L,26-8-2019 10:05:01,B737,EHAM,LIPE,464,350.0
26-8-2019 14:50:07,CND195,CND,L,26-8-2019 10:05:01,B738,EHAM,LBBG,449,370.0
26-8-2019 14:50:07,KLM76R,KLM,L,26-8-2019 10:06:01,E75L,LFSB,EHAM,434,360.0
26-8-2019 14:50:06,AZG9780,AZG,L,26-8-2019 10:06:10,B748,EHBK,EGPK,447,190.0
26-8-2019 14:20:08,KLM52X,KLM,L,26-8-2019 10:07:01,B738,EDDT,EHAM,433,260.0
26-8-2019 14:35:08,KLM80A,KLM,L,26-8-2019 10:07:01,B738,LKPR,EHAM,451,380.0
26-8-2019 12:05:09,THY6438,THY,L,26-8-2019 10:08:00,B77L,EHBK,LTBA,377,150.0
26-8-2019 14:20:07,KLM1180,KLM,L,26-8-2019 10:08:00,E75L,ESSL,EHAM,412,360.0
26-8-2019 14:35:07,KLM1394,KLM,L,26-8-2019 10:08:00,B738,ULLI,EHAM,448,380.0
26-8-2019 14:20:06,KLM50L,KLM,L,26-8-2019 10:08:00,E75L,LSZH,EHAM,343,180.0
26-8-2019 13:05:07,JEI313,JEI,S,26-8-2019 10:08:36,LJ35,LFMP,EHAM,432,400.0
27-8-2019 01:05:09,HHE61A,HHE,S,26-8-2019 10:08:51,EC75,EHKD,ZZZZ,145,20.0
26-8-2019 12:35:07,VJT534,VJT,L,26-8-2019 10:08:53,CL60,EHAM,LFTH,441,350.0
26-8-2019 14:20:06,KLM1566,KLM,H,26-8-2019 10:09:00,E190,LIMJ,EHAM,411,320.0
26-8-2019 14:35:06,WZZ907,WZZ,L,26-8-2019 10:09:00,A320,LBSF,EHEH,392,360.0
26-8-2019 14:35:07,AMC386,AMC,S,26-8-2019 10:09:00,A319,LMML,EHAM,451,380.0
26-8-2019 14:05:08,HHE61A,HHE,S,26-8-2019 10:09:00,EC75,ZZZZ,EHKD,145,30.0
26-8-2019 11:05:07,PHVSY,,S,26-8-2019 10:09:12,,,,0,
26-8-2019 14:05:09,TRA458Z,TRA,L,26-8-2019 10:09:17,B738,GCLP,EHAM,451,340.0
26-8-2019 12:35:08,DUKE46,,L,26-8-2019 10:09:29,C560,EGPC,ETOU,408,230.0
26-8-2019 15:50:07,PHSPF,,S,26-8-2019 10:10:00,P28T,EDDH,EHSE,130,0.0
26-8-2019 14:20:06,TRA23Y,TRA,L,26-8-2019 10:10:00,B737,EHAM,GMAD,441,390.0
26-8-2019 14:05:09,KLM33Y,KLM,L,26-8-2019 10:10:00,B738,EHAM,ENBR,461,370.0
26-8-2019 14:05:06,TRA98W,TRA,L,26-8-2019 10:10:00,B738,EHEH,LEMG,443,330.0
26-8-2019 14:20:08,KLM1202,KLM,H,26-8-2019 10:10:00,E190,ENZV,EHAM,449,400.0
26-8-2019 14:50:07,KLM24E,KLM,S,26-8-2019 10:10:00,E190,EIDW,EHAM,460,370.0
26-8-2019 14:20:07,BRNCO36,,S,26-8-2019 10:10:00,C30J,EGAA,ETIC,340,210.0
26-8-2019 14:05:09,RYR1AU,RYR,S,26-8-2019 10:11:00,B738,LDZD,EHEH,447,220.0
26-8-2019 14:50:06,KLM28J,KLM,H,26-8-2019 10:12:00,E190,EBBR,EHAM,345,140.0
26-8-2019 11:20:06,PHSVX,,S,26-8-2019 10:12:32,PAY2,EDDW,EHTE,200,60.0
26-8-2019 14:35:06,KLM1188,KLM,H,26-8-2019 10:13:01,E190,ENBR,EHAM,440,400.0
26-8-2019 12:05:08,OKPCC,,E,26-8-2019 10:13:01,PC12,EDDL,EBAW,250,190.0
26-8-2019 14:35:06,KLM18M,KLM,H,26-8-2019 10:13:01,E190,ENGM,EHAM,439,240.0
26-8-2019 21:05:08,REDSK13,,S,26-8-2019 10:13:05,ZZZZ,ZZZZ,ZZZZ,100,0.0
26-8-2019 14:35:08,TRA85P,TRA,L,26-8-2019 10:15:01,B738,EHAM,LGAV,447,370.0
26-8-2019 14:35:06,KLM1655,KLM,L,26-8-2019 10:15:01,B738,EHAM,LIPZ,453,370.0
26-8-2019 14:20:07,KLM21W,KLM,L,26-8-2019 10:15:01,B737,EHAM,LSZH,440,330.0
26-8-2019 15:05:08,VLG83PW,VLG,S,26-8-2019 10:15:01,A321,EHAM,LEBL,454,350.0
26-8-2019 14:50:07,NAX1AJ,NAX,L,26-8-2019 10:15:01,B789,EHAM,KJFK,496,380.0
26-8-2019 14:20:08,KLM1052,KLM,H,26-8-2019 10:16:01,E190,EGGD,EHAM,460,290.0
26-8-2019 14:05:06,ANA231,ANA,L,26-8-2019 10:16:01,B789,RJAA,EBBR,497,340.0
26-8-2019 14:20:08,KLM36U,KLM,H,26-8-2019 10:16:01,E190,EGCC,EHAM,460,290.0
26-8-2019 14:35:06,BEL2SL,BEL,H,26-8-2019 10:16:01,A320,EBBR,ENGM,453,390.0
26-8-2019 15:05:08,KLM40B,KLM,L,26-8-2019 10:16:47,E75L,LIPZ,EHAM,421,380.0
26-8-2019 14:35:07,KLM46F,KLM,H,26-8-2019 10:17:01,E190,EGPF,EHAM,460,390.0
26-8-2019 14:05:08,TRA5910,TRA,L,26-8-2019 10:17:01,B738,LGIR,EHEH,452,360.0
26-8-2019 14:35:08,KLM1386,KLM,L,26-8-2019 10:17:01,B738,UKBB,EHAM,451,380.0
26-8-2019 14:50:07,KLM94G,KLM,H,26-8-2019 10:18:01,E190,EDDH,EHAM,388,260.0
26-8-2019 15:50:06,PHALB,,L,26-8-2019 10:18:01,BE36,LFAT,EHRD,145,0.0
26-8-2019 15:20:07,PHSPZ,,S,26-8-2019 10:18:26,DR40,EHRD,EHTE,105,0.0
26-8-2019 14:20:07,AFR12BC,AFR,H,26-8-2019 10:18:57,CRJ7,LFLC,EHAM,400,190.0
26-8-2019 15:05:08,KLM14X,KLM,H,26-8-2019 10:19:00,E190,EKCH,EHAM,448,380.0
26-8-2019 14:35:06,KLM1846,KLM,L,26-8-2019 10:19:00,B737,LOWW,EHAM,433,320.0
26-8-2019 15:05:09,TAP678,TAP,L,26-8-2019 10:19:00,A319,LPPR,EHAM,390,240.0
26-8-2019 14:50:07,KLM671,KLM,L,26-8-2019 10:20:00,A332,EHAM,CYUL,469,360.0
26-8-2019 14:35:06,KLM1829,KLM,S,26-8-2019 10:20:00,B737,EHAM,EDDT,448,410.0
26-8-2019 14:35:07,UAE31V,UAE,L,26-8-2019 10:20:00,A388,EHAM,OMDB,484,370.0
26-8-2019 14:20:07,JAF076F,JAF,S,26-8-2019 10:20:00,MD82,EKBI,EBBR,444,340.0
26-8-2019 14:20:08,AFR89JT,AFR,H,26-8-2019 10:20:15,CRJ7,LFST,EHAM,400,230.0
26-8-2019 12:05:07,TRA25F,TRA,L,26-8-2019 10:21:07,B738,EHAM,LIRN,447,370.0
26-8-2019 12:35:07,PHMDL,,S,26-8-2019 10:21:10,C172,EHMZ,EHRD,100,0.0
26-8-2019 16:50:08,PHSPZ,,S,26-8-2019 10:21:39,DR40,EHTE,EHSE,105,0.0
26-8-2019 15:20:06,ETD54F,ETD,S,26-8-2019 10:21:47,B77W,OMAA,EHAM,499,340.0
26-8-2019 10:50:08,WILDCAT,,S,26-8-2019 10:22:02,,,,0,
26-8-2019 14:35:08,CKK205,CKK,L,26-8-2019 10:23:25,B77L,ZSPD,EHAM,490,276.0
26-8-2019 15:20:06,TFL796,TFL,H,26-8-2019 10:24:00,B763,LTAI,EHAM,451,380.0
26-8-2019 14:35:07,KLM1976,KLM,L,26-8-2019 10:24:00,B737,LHBP,EHAM,402,240.0
26-8-2019 13:35:07,PHCYP,,S,26-8-2019 10:24:02,PC12,EPGD,EHRD,261,300.0
26-8-2019 14:35:06,EJU43KM,EJU,L,26-8-2019 10:25:00,A320,EHAM,EGPH,441,380.0
26-8-2019 14:35:07,KLM70H,KLM,L,26-8-2019 10:25:01,E75L,EGSH,EHAM,450,190.0
26-8-2019 14:50:08,WZZ1FK,WZZ,L,26-8-2019 10:25:01,A321,EHEH,EPKT,451,350.0
26-8-2019 15:20:06,RYR9CX,RYR,S,26-8-2019 10:25:01,B738,EHEH,EPKK,369,230.0
26-8-2019 14:20:07,EJU53JD,EJU,L,26-8-2019 10:25:01,A320,LIRN,EHAM,427,220.0
26-8-2019 14:35:08,KLM217,KLM,L,26-8-2019 10:25:01,B772,EHAM,CYVR,482,340.0
26-8-2019 11:20:06,KLM589,KLM,L,26-8-2019 10:25:01,B77W,EHAM,DGAA,504,310.0
26-8-2019 14:35:08,PCT506,PCT,S,26-8-2019 10:25:01,D228,ETMN,ETMN,160,0.0
26-8-2019 14:20:08,TFL608,TFL,H,26-8-2019 10:27:01,A320,GCLP,EHGG,450,320.0
26-8-2019 12:20:06,PHKDN,,S,26-8-2019 10:27:43,C172,EHGG,EHGG,100,0.0
26-8-2019 14:35:07,EJU68WE,EJU,L,26-8-2019 10:28:01,A319,EGPF,EHAM,460,370.0
26-8-2019 14:35:07,KLM27U,KLM,L,26-8-2019 10:28:01,E75L,EGNT,EHAM,450,230.0
26-8-2019 18:05:09,LION39,,S,26-8-2019 10:28:05,L39,EHGG,EHGG,0,
26-8-2019 15:05:08,KLM38W,KLM,L,26-8-2019 10:29:01,B739,LROP,EHAM,454,360.0
26-8-2019 14:50:08,KLM1038,KLM,L,26-8-2019 10:29:01,B738,LEMG,EHAM,444,340.0
26-8-2019 15:05:07,RYR3PT,RYR,S,26-8-2019 10:29:01,B738,EGCC,EHEH,450,210.0
26-8-2019 11:35:06,PHHLR,,S,26-8-2019 10:30:01,DR40,EHRD,EHRD,105,0.0
26-8-2019 16:20:08,POLLY01,,S,26-8-2019 10:30:01,F16,XHDX,EHLW,527,12.0
26-8-2019 14:50:07,PHVSY,,S,26-8-2019 10:30:01,P28A,EHTX,EHRD,100,0.0
26-8-2019 14:35:06,VCG2WD,VCG,S,26-8-2019 10:30:01,C56X,EHAM,LFRO,435,400.0
26-8-2019 14:35:06,TFL621,TFL,H,26-8-2019 10:30:01,B738,EHRD,LEPA,444,370.0
26-8-2019 18:20:10,DEDBQ,,S,26-8-2019 10:30:42,C172,EDKB,EHTX,110,0.0
26-8-2019 14:50:08,BEE6CP,BEE,H,26-8-2019 10:33:00,DH8D,EGHI,EHAM,315,120.0
26-8-2019 14:50:07,KLM93X,KLM,L,26-8-2019 10:35:00,B737,EHAM,EGPF,471,320.0
26-8-2019 14:05:09,CND495,CND,L,26-8-2019 10:35:00,B738,EHBK,LGZA,375,170.0
26-8-2019 15:05:08,KLM49C,KLM,L,26-8-2019 10:35:00,B738,EHAM,EDDM,454,350.0
26-8-2019 15:05:09,TFL98X,TFL,L,26-8-2019 10:35:00,B738,LGIR,EHAM,466,340.0
